q1,q2
Q245017,Q574807
Q092218,Q350291
Q673140,Q337890
Q175722,Q108521
Q358671,Q040682
Q251328,Q009333
Q056101,Q135168
Q280873,Q339925
Q132154,Q092218
Q013553,Q494520
Q487557,Q033891
Q128265,Q620311
Q243825,Q505642
Q432980,Q556108
Q693755,Q687679
Q097865,Q643845
Q150489,Q649777
Q697384,Q442352
Q657899,Q011513
Q615365,Q346414
Q001819,Q065317
Q595197,Q610535
Q434076,Q201808
Q510630,Q244129
Q525180,Q051165
Q229917,Q653501
Q701269,Q656969
Q215593,Q311456
Q002999,Q519961
Q490362,Q405351
Q218442,Q593693
Q156759,Q596365
Q609310,Q295223
Q480226,Q248798
Q315977,Q089016
Q007586,Q076226
Q300022,Q658952
Q246502,Q406412
Q580277,Q265077
Q044788,Q286652
Q059039,Q042189
Q661982,Q714002
Q508831,Q647101
Q522512,Q193867
Q586328,Q448093
Q066520,Q217499
Q632036,Q362657
Q547513,Q413211
Q102412,Q209364
Q692087,Q290098
Q655765,Q668615
Q593383,Q174811
Q084032,Q583026
Q059169,Q469588
Q416532,Q122642
Q180129,Q299307
Q523950,Q672863
Q369860,Q171825
Q575446,Q346393
Q039917,Q183906
Q416335,Q448950
Q170077,Q439459
Q042272,Q545250
Q541836,Q666203
Q106980,Q537337
Q362976,Q579485
Q001225,Q361651
Q386497,Q452536
Q727802,Q522459
Q641485,Q301575
Q550332,Q178705
Q193331,Q240693
Q422951,Q128240
Q137587,Q349176
Q132154,Q401384
Q268719,Q711840
Q319897,Q141000
Q679720,Q312299
Q025408,Q427369
Q255287,Q318312
Q296098,Q142057
Q519023,Q493515
Q213526,Q673338
Q353720,Q173396
Q000087,Q511055
Q524519,Q368866
Q707582,Q075893
Q711362,Q038881
Q625253,Q401520
Q315904,Q376198
Q104353,Q006367
Q532553,Q722895
Q553081,Q688102
Q328588,Q246433
Q332735,Q434766
Q114682,Q092715
Q616067,Q290656
Q500747,Q175656
Q336677,Q065434
Q582123,Q003167
Q591924,Q231843
Q240175,Q686772
Q475388,Q111338
Q527568,Q114525
Q355248,Q387095
Q132986,Q017752
Q057231,Q267334
Q610137,Q270154
Q558536,Q075723
Q567818,Q027234
Q649128,Q440335
Q283811,Q154444
Q229172,Q553050
Q140077,Q198457
Q172821,Q606185
Q362880,Q268250
Q184553,Q623072
Q103787,Q670531
Q078790,Q665607
Q234057,Q011782
Q465346,Q171960
Q721689,Q586766
Q675140,Q004861
Q391522,Q675004
Q543889,Q227041
Q391258,Q718615
Q611882,Q089662
Q525290,Q069110
Q645989,Q137051
Q600808,Q625252
Q298352,Q649405
Q394322,Q359074
Q266711,Q064468
Q249821,Q267333
Q699165,Q115799
Q439902,Q659213
Q290197,Q561695
Q164599,Q015559
Q474488,Q456156
Q064736,Q400427
Q411407,Q373605
Q664240,Q429561
Q454537,Q622486
Q145914,Q219993
Q251379,Q370299
Q348862,Q111606
Q256657,Q069692
Q368990,Q510516
Q612261,Q592018
Q635073,Q527743
Q574611,Q077748
Q490136,Q205367
Q260589,Q116814
Q165577,Q182925
Q080459,Q427807
Q593100,Q648488
Q334943,Q654226
Q037800,Q115884
Q566236,Q299994
Q328894,Q445071
Q462215,Q312893
Q216454,Q093448
Q284398,Q505837
Q679467,Q430480
Q241782,Q372098
Q640795,Q721330
Q071062,Q337429
Q191793,Q382134
Q392742,Q287123
Q689366,Q608561
Q385948,Q210831
Q504172,Q285992
Q273689,Q456119
Q707166,Q122045
Q581892,Q292781
Q670972,Q011576
Q028231,Q136707
Q176637,Q052304
Q044245,Q025869
Q569789,Q498515
Q014390,Q112644
Q055407,Q167154
Q124262,Q345837
Q225808,Q134286
Q160495,Q260915
Q117055,Q466600
Q690576,Q283445
Q312433,Q678055
Q375754,Q340317
Q721689,Q327896
Q170130,Q642524
Q686342,Q367078
Q317619,Q652507
Q460655,Q302152
Q053196,Q600940
Q103393,Q011748
Q403078,Q340116
Q279591,Q508052
Q604182,Q310205
Q067556,Q027569
Q020400,Q436278
Q122132,Q665566
Q159453,Q412265
Q371154,Q591039
Q299309,Q499862
Q147747,Q470555
Q617067,Q398847
Q536365,Q697402
Q560944,Q041103
Q206981,Q274444
Q653840,Q108438
Q269754,Q096795
Q001819,Q069967
Q396802,Q099215
Q614299,Q345971
Q295592,Q244746
Q174757,Q174632
Q084642,Q234032
Q256520,Q375902
Q109754,Q675249
Q002738,Q360993
Q666876,Q132230
Q017767,Q119042
Q568902,Q580705
Q677032,Q355248
Q239429,Q513773
Q278722,Q401010
Q686617,Q363774
Q652942,Q223704
Q150996,Q420805
Q493649,Q316660
Q724429,Q588834
Q454606,Q305436
Q582207,Q124260
Q027608,Q297153
Q167983,Q358618
Q587041,Q428098
Q067826,Q445796
Q515399,Q114521
Q716965,Q722208
Q508997,Q061546
Q554859,Q174693
Q623363,Q021126
Q154966,Q128661
Q727195,Q585856
Q596170,Q140120
Q213081,Q465551
Q056075,Q654818
Q715260,Q579909
Q002836,Q128489
Q449095,Q287761
Q635461,Q454768
Q220742,Q383215
Q000915,Q465788
Q356434,Q356907
Q424728,Q546612
Q625950,Q383362
Q058459,Q014356
Q193471,Q307197
Q686679,Q123481
Q653560,Q291134
Q197627,Q411925
Q164357,Q187739
Q217496,Q366972
Q449477,Q011576
Q727019,Q490706
Q724877,Q328865
Q478854,Q245609
Q345478,Q033264
Q529701,Q592938
Q544436,Q295887
Q166008,Q132663
Q322200,Q364401
Q553163,Q352096
Q384230,Q505116
Q434766,Q565270
Q053345,Q329745
Q050172,Q256428
Q527118,Q094964
Q440993,Q191380
Q329190,Q201079
Q518129,Q631623
Q394703,Q557445
Q192687,Q159595
Q482640,Q600507
Q416908,Q551522
Q444420,Q720531
Q390833,Q427498
Q288874,Q571705
Q091902,Q132301
Q648511,Q361166
Q098772,Q388997
Q186272,Q236427
Q032877,Q362912
Q484031,Q236429
Q656695,Q490706
Q045127,Q250585
Q369316,Q719648
Q681258,Q713840
Q352435,Q511956
Q381965,Q167534
Q696314,Q650362
Q459039,Q553796
Q216629,Q155165
Q194151,Q252259
Q075039,Q251441
Q207397,Q181299
Q394330,Q455376
Q012075,Q263360
Q213152,Q452407
Q272217,Q401520
Q517890,Q491604
Q725797,Q694178
Q060519,Q665905
Q206092,Q464497
Q243775,Q466525
Q698827,Q224172
Q012799,Q150093
Q036730,Q176853
Q528592,Q614014
Q297929,Q509816
Q617361,Q227313
Q397084,Q082963
Q580970,Q607980
Q607898,Q652168
Q074029,Q360992
Q388851,Q322405
Q083475,Q522771
Q685701,Q563978
Q528416,Q143362
Q532768,Q684939
Q367023,Q155522
Q468393,Q440733
Q019197,Q018136
Q322409,Q139664
Q349883,Q511215
Q152700,Q172499
Q600690,Q322353
Q362880,Q571967
Q515675,Q668936
Q703222,Q139959
Q349322,Q683186
Q023552,Q561855
Q146010,Q674923
Q160632,Q512483
Q597072,Q478119
Q204036,Q236416
Q588551,Q634023
Q036706,Q130931
Q393042,Q597508
Q192618,Q245055
Q691919,Q526584
Q690576,Q685446
Q103515,Q645389
Q133284,Q427368
Q009379,Q276109
Q295853,Q693010
Q170153,Q036667
Q118569,Q325312
Q649626,Q635661
Q363575,Q046374
Q234747,Q104682
Q329522,Q149223
Q559914,Q019559
Q121598,Q477869
Q386358,Q026410
Q643803,Q215181
Q497458,Q293782
Q516519,Q140316
Q011152,Q572923
Q340466,Q154697
Q096652,Q430811
Q666876,Q708211
Q427428,Q479352
Q027294,Q360331
Q334245,Q562406
Q451617,Q067597
Q551881,Q720880
Q385747,Q083077
Q223843,Q358304
Q288695,Q712922
Q709988,Q092815
Q483396,Q622243
Q564688,Q256884
Q609623,Q694972
Q609842,Q137587
Q154338,Q398347
Q322200,Q017900
Q147134,Q623404
Q418538,Q295102
Q594457,Q368127
Q119712,Q176137
Q519830,Q591910
Q569812,Q471928
Q587633,Q665698
Q658138,Q114525
Q570967,Q244335
Q511055,Q634971
Q110115,Q532574
Q287705,Q363561
Q020935,Q006669
Q042602,Q652380
Q159166,Q186509
Q334306,Q523728
Q402017,Q457356
Q322425,Q051685
Q552492,Q529306
Q115172,Q690189
Q390833,Q028261
Q418672,Q595630
Q713942,Q056172
Q176319,Q109449
Q622362,Q694894
Q448710,Q115670
Q494520,Q370241
Q216076,Q572408
Q418104,Q110405
Q053756,Q228290
Q311310,Q221901
Q094586,Q339663
Q118535,Q498088
Q112162,Q558977
Q181715,Q053887
Q563088,Q000793
Q278931,Q046803
Q208060,Q671361
Q394686,Q692449
Q110300,Q668801
Q250977,Q385494
Q067103,Q147920
Q000132,Q005557
Q188646,Q416534
Q563755,Q489077
Q415393,Q340883
Q139672,Q353607
Q022777,Q426271
Q084247,Q186606
Q664010,Q556348
Q701583,Q196441
Q484957,Q110151
Q633407,Q557038
Q411444,Q175290
Q482357,Q423182
Q140008,Q445210
Q251662,Q257176
Q371836,Q044718
Q521515,Q397934
Q227688,Q655161
Q168595,Q302220
Q264969,Q347382
Q190545,Q161515
Q604726,Q550086
Q619388,Q654671
Q409627,Q399742
Q080821,Q203286
Q034075,Q382101
Q404618,Q683480
Q390804,Q692599
Q119241,Q137976
Q024095,Q594025
Q688728,Q508615
Q536035,Q598345
Q658341,Q525164
Q426457,Q420018
Q113380,Q030047
Q029029,Q140677
Q595167,Q103274
Q093000,Q257170
Q514484,Q004566
Q163358,Q554642
Q519623,Q659528
Q436762,Q457560
Q480998,Q298663
Q527118,Q441487
Q300621,Q068140
Q653165,Q035601
Q077490,Q416680
Q715703,Q499468
Q592878,Q196467
Q664292,Q457659
Q155593,Q647480
Q318816,Q650130
Q103515,Q084838
Q483687,Q464326
Q621480,Q028349
Q271678,Q358304
Q195366,Q424638
Q229893,Q682890
Q377615,Q601095
Q677846,Q026264
Q488093,Q636218
Q050954,Q218818
Q178579,Q683186
Q305462,Q698022
Q253631,Q508615
Q412663,Q541725
Q374478,Q003396
Q027633,Q155148
Q184741,Q322148
Q407947,Q483829
Q293430,Q482662
Q527945,Q697384
Q080422,Q074582
Q420605,Q370229
Q656285,Q150866
Q258073,Q305531
Q577394,Q184340
Q145914,Q287045
Q377654,Q156581
Q453644,Q184901
Q131287,Q431485
Q299681,Q561825
Q716844,Q640209
Q126789,Q585058
Q668372,Q044317
Q520868,Q450278
Q548753,Q090096
Q024627,Q069040
Q489798,Q001741
Q588742,Q329190
Q412343,Q573953
Q041780,Q242366
Q273197,Q648617
Q640864,Q303437
Q478525,Q377534
Q683363,Q042691
Q501305,Q511956
Q512556,Q137660
Q124822,Q662588
Q114497,Q409905
Q286415,Q336565
Q128480,Q143124
Q374255,Q255386
Q157195,Q560244
Q064916,Q368359
Q445796,Q210752
Q313790,Q082643
Q586148,Q644931
Q364967,Q640529
Q508733,Q087140
Q515300,Q230342
Q138002,Q631855
Q432343,Q032877
Q333216,Q393221
Q305237,Q251234
Q375043,Q651360
Q687595,Q291125
Q130593,Q613990
Q252107,Q608823
Q537876,Q423286
Q397481,Q165425
Q192395,Q613034
Q292273,Q133504
Q363326,Q036221
Q279472,Q189885
Q160596,Q069692
Q149071,Q691296
Q029106,Q303136
Q417347,Q691627
Q053171,Q203767
Q463148,Q237012
Q696375,Q026557
Q151560,Q601678
Q457541,Q466552
Q136037,Q321441
Q254955,Q405183
Q623000,Q548560
Q709354,Q310027
Q152677,Q667856
Q243955,Q100671
Q485486,Q674426
Q369671,Q437681
Q580198,Q333334
Q536681,Q127656
Q152112,Q557561
Q204759,Q480446
Q538801,Q480637
Q538594,Q225959
Q702210,Q033925
Q467023,Q505613
Q391077,Q605704
Q230572,Q046287
Q635089,Q651684
Q693086,Q268839
Q532441,Q269009
Q379875,Q074119
Q018314,Q294885
Q528675,Q414733
Q636090,Q247025
Q124464,Q206758
Q332069,Q118897
Q538594,Q195902
Q173273,Q087448
Q575342,Q281967
Q522249,Q165460
Q596048,Q582554
Q573081,Q578638
Q176966,Q348004
Q135639,Q725577
Q135836,Q316148
Q687598,Q061056
Q228645,Q697402
Q246034,Q619504
Q601185,Q400655
Q671403,Q284648
Q394791,Q021086
Q295869,Q540250
Q431520,Q626645
Q062054,Q487457
Q027684,Q481753
Q597322,Q001627
Q548808,Q593547
Q097095,Q384138
Q570924,Q096595
Q414397,Q658908
Q657563,Q289668
Q371935,Q134790
Q422751,Q384197
Q247216,Q698997
Q233854,Q044426
Q663584,Q277941
Q171912,Q071252
Q080752,Q000866
Q000968,Q179930
Q645435,Q485457
Q009573,Q713399
Q184705,Q126166
Q323364,Q012037
Q327241,Q568541
Q240344,Q013722
Q549447,Q145178
Q653152,Q215925
Q536623,Q425342
Q262694,Q385314
Q037447,Q656285
Q216940,Q715222
Q420792,Q581889
Q505678,Q427388
Q727475,Q664450
Q473583,Q213170
Q640549,Q257681
Q423517,Q116171
Q209875,Q416373
Q060010,Q491410
Q010878,Q660254
Q676300,Q573174
Q025943,Q111035
Q248958,Q223519
Q144617,Q216083
Q037513,Q554291
Q606371,Q573174
Q474852,Q015346
Q687547,Q549666
Q580390,Q224874
Q471841,Q197015
Q645635,Q372527
Q461114,Q117637
Q040896,Q044949
Q184009,Q495484
Q491467,Q247399
Q093000,Q578114
Q700094,Q343771
Q148798,Q226801
Q194288,Q227003
Q618860,Q466495
Q355287,Q027411
Q025045,Q553627
Q010262,Q263085
Q102886,Q266686
Q299825,Q434356
Q616603,Q183326
Q434117,Q672269
Q397222,Q155499
Q596090,Q190303
Q137501,Q132663
Q357155,Q488162
Q371114,Q289235
Q331643,Q069659
Q581884,Q645323
Q276176,Q215270
Q042769,Q012907
Q463365,Q352965
Q694894,Q208649
Q114704,Q411448
Q143931,Q638779
Q081677,Q045161
Q159877,Q534414
Q487093,Q275168
Q597156,Q653712
Q281874,Q631962
Q123742,Q701997
Q010201,Q387369
Q114444,Q498333
Q500832,Q104106
Q713381,Q121378
Q426601,Q424642
Q557434,Q558570
Q389255,Q130743
Q462062,Q338398
Q312944,Q611530
Q358618,Q519602
Q568902,Q665740
Q116129,Q305255
Q314921,Q548485
Q642493,Q344788
Q620938,Q360993
Q329799,Q427262
Q577240,Q454856
Q221901,Q557361
Q620071,Q569748
Q134552,Q329620
Q415924,Q293418
Q653906,Q349653
Q711003,Q218845
Q093437,Q486452
Q495784,Q387854
Q290630,Q418100
Q697778,Q725012
Q614130,Q394750
Q338928,Q031707
Q417325,Q305446
Q437245,Q487840
Q096072,Q133201
Q500657,Q563272
Q456016,Q507664
Q645883,Q334124
Q177994,Q223799
Q380439,Q431669
Q276642,Q697200
Q380439,Q104760
Q526579,Q038654
Q152707,Q041739
Q493834,Q412861
Q259130,Q046074
Q237543,Q657252
Q319524,Q004714
Q411578,Q426050
Q012919,Q164431
Q155490,Q407285
Q018896,Q379605
Q487263,Q443772
Q346517,Q498152
Q176109,Q158720
Q682779,Q257345
Q478113,Q216190
Q100631,Q565299
Q041988,Q569789
Q049193,Q533053
Q187830,Q419238
Q236974,Q129234
Q381420,Q206925
Q103069,Q440465
Q686338,Q365461
Q425409,Q274898
Q488162,Q199559
Q364388,Q281462
Q431293,Q295143
Q400753,Q703497
Q450920,Q717596
Q667984,Q634156
Q564086,Q016379
Q637524,Q158228
Q564086,Q634018
Q310680,Q391587
Q079354,Q626710
Q467023,Q244150
Q314764,Q497601
Q283556,Q112129
Q096495,Q251224
Q267656,Q559787
Q158879,Q044959
Q618559,Q671361
Q346925,Q262730
Q278498,Q681033
Q148251,Q073542
Q051844,Q143931
Q639378,Q406815
Q101892,Q608394
Q661233,Q024547
Q336925,Q073714
Q056718,Q266637
Q677846,Q195740
Q134296,Q292656
Q100107,Q418790
Q314532,Q052596
Q620031,Q171996
Q559930,Q137097
Q277564,Q061271
Q673273,Q356529
Q245873,Q253497
Q149720,Q657388
Q587906,Q223916
Q264891,Q266637
Q205557,Q551877
Q530806,Q576408
Q489959,Q159877
Q544178,Q060884
Q358497,Q684511
Q311456,Q560244
Q088483,Q403244
Q128493,Q386087
Q249782,Q360330
Q558408,Q404743
Q644309,Q245939
Q399360,Q230145
Q717201,Q595359
Q153743,Q054898
Q219344,Q358325
Q548171,Q682920
Q146012,Q177487
Q120864,Q390375
Q363153,Q115670
Q313646,Q700793
Q273842,Q457450
Q426457,Q700803
Q283445,Q418047
Q161938,Q521796
Q562048,Q444476
Q063972,Q359643
Q215305,Q653905
Q018896,Q449336
Q246034,Q659849
Q107746,Q360835
Q463033,Q712948
Q722120,Q426480
Q017532,Q697893
Q248693,Q494635
Q363892,Q394738
Q013297,Q017113
Q147336,Q168316
Q316853,Q317608
Q328966,Q594094
Q694132,Q052304
Q322861,Q481701
Q683480,Q496946
Q430052,Q143912
Q623138,Q227492
Q324385,Q387799
Q374217,Q400771
Q244746,Q488037
Q566024,Q686338
Q357689,Q567757
Q210986,Q038210
Q129049,Q214933
Q678444,Q561240
Q110628,Q537820
Q326022,Q094635
Q021564,Q299214
Q381699,Q484868
Q172418,Q517728
Q557218,Q328588
Q615237,Q318782
Q357892,Q609456
Q160877,Q185409
Q677649,Q186351
Q431520,Q485989
Q066333,Q665518
Q525735,Q137490
Q616991,Q278103
Q613551,Q070761
Q301178,Q601111
Q548865,Q617379
Q498408,Q119578
Q294885,Q392826
Q155731,Q326153
Q148148,Q484046
Q247289,Q043549
Q144617,Q332206
Q065383,Q236273
Q338333,Q031062
Q505659,Q402755
Q012919,Q409784
Q184495,Q390295
Q195880,Q565560
Q503300,Q350106
Q687598,Q315401
Q480215,Q249081
Q428275,Q171996
Q497947,Q178098
Q184100,Q559109
Q521171,Q353646
Q161097,Q064943
Q085520,Q567621
Q328040,Q658486
Q103946,Q601866
Q380386,Q554124
Q082482,Q347552
Q584798,Q057130
Q313392,Q678008
Q520541,Q536063
Q543281,Q132385
Q156759,Q673567
Q364359,Q192513
Q347211,Q517030
Q559228,Q021793
Q304493,Q380068
Q044718,Q381441
Q056045,Q405741
Q135406,Q027691
Q622996,Q587206
Q118184,Q185426
Q219166,Q155799
Q655765,Q188365
Q585513,Q410777
Q602938,Q652547
Q426128,Q420862
Q664552,Q445700
Q042762,Q390462
Q613280,Q302618
Q625594,Q357229
Q234947,Q417565
Q037800,Q693086
Q610358,Q357210
Q043932,Q679110
Q278924,Q625881
Q073030,Q124260
Q153499,Q621096
Q047708,Q232247
Q693740,Q012426
Q695462,Q617255
Q258828,Q072829
Q120126,Q440993
Q077551,Q657902
Q078422,Q156103
Q654910,Q444256
Q607529,Q388985
Q306159,Q524978
Q664552,Q172821
Q426128,Q571961
Q196981,Q365642
Q009083,Q551522
Q467858,Q697778
Q357659,Q128748
Q267909,Q362734
Q273852,Q518241
Q236697,Q247561
Q116513,Q426641
Q111435,Q437926
Q359041,Q676088
Q546370,Q397371
Q648210,Q558713
Q678035,Q711563
Q150964,Q156167
Q544989,Q120830
Q414010,Q290352
Q186958,Q138374
Q204638,Q039395
Q385318,Q725967
Q243081,Q384497
Q445996,Q053947
Q004516,Q691137
Q060457,Q520455
Q403089,Q420036
Q416289,Q285484
Q349653,Q228602
Q187144,Q269438
Q713287,Q137694
Q017767,Q487842
Q388678,Q036556
Q654075,Q699918
Q168885,Q298660
Q383403,Q687679
Q426202,Q187967
Q169955,Q194609
Q291054,Q676038
Q638241,Q111657
Q324914,Q531549
Q551423,Q216000
Q035967,Q443911
Q014793,Q200487
Q045195,Q454328
Q516249,Q233619
Q416281,Q323532
Q236299,Q509071
Q712701,Q070845
Q671467,Q393162
Q465537,Q655462
Q066226,Q682908
Q607980,Q411061
Q101846,Q012126
Q170077,Q406627
Q036667,Q174132
Q647527,Q703497
Q336527,Q472952
Q617361,Q351385
Q082859,Q487093
Q430895,Q165966
Q681543,Q324625
Q103942,Q636337
Q289444,Q489400
Q027029,Q260508
Q502119,Q113010
Q426878,Q166850
Q705838,Q725681
Q510822,Q494576
Q560432,Q067561
Q720577,Q498376
Q059919,Q151822
Q200280,Q658842
Q080061,Q510446
Q519921,Q537420
Q148234,Q510350
Q616308,Q725471
Q254751,Q111332
Q563690,Q174632
Q355523,Q606261
Q215449,Q704226
Q549316,Q310894
Q594587,Q517461
Q527416,Q074028
Q429830,Q608413
Q434080,Q492557
Q461236,Q710846
Q129870,Q488863
Q654383,Q455156
Q300597,Q020691
Q593383,Q494639
Q176198,Q207489
Q144884,Q396142
Q725237,Q381543
Q600940,Q027896
Q437265,Q381975
Q192032,Q245609
Q091817,Q140316
Q037228,Q201990
Q645900,Q538499
Q524950,Q332020
Q417347,Q197470
Q477736,Q067107
Q059283,Q127030
Q138231,Q262023
Q164029,Q588697
Q537313,Q099614
Q412771,Q229640
Q545445,Q271493
Q226998,Q560484
Q435586,Q091902
Q717652,Q381429
Q068795,Q258932
Q560432,Q154583
Q148028,Q091746
Q073399,Q202304
Q418538,Q342986
Q105820,Q333470
Q514800,Q321840
Q254751,Q697483
Q383442,Q246034
Q577115,Q033377
Q100099,Q413867
Q722895,Q695765
Q214329,Q546126
Q520567,Q224522
Q095427,Q204685
Q655425,Q220839
Q308299,Q021315
Q529701,Q715982
Q488079,Q073298
Q072304,Q627860
Q478777,Q001789
Q416423,Q032785
Q605791,Q290795
Q377909,Q316660
Q068728,Q572371
Q108166,Q517461
Q687809,Q371279
Q102713,Q424169
Q192505,Q234264
Q611882,Q174823
Q536356,Q710357
Q206601,Q312254
Q252922,Q670828
Q234076,Q525408
Q536311,Q577115
Q410793,Q666956
Q326153,Q640425
Q710114,Q139416
Q617232,Q716744
Q199522,Q136899
Q003896,Q007828
Q437986,Q189463
Q465914,Q686372
Q122132,Q683320
Q478388,Q679688
Q591425,Q104010
Q081415,Q644167
Q311329,Q550613
Q619388,Q014907
Q055982,Q599380
Q577494,Q247025
Q507074,Q715703
Q424583,Q492290
Q494576,Q257869
Q724337,Q634499
Q142598,Q628252
Q478011,Q161520
Q457450,Q202258
Q186584,Q615989
Q521124,Q099012
Q692087,Q204902
Q246342,Q101022
Q469695,Q503911
Q315090,Q329120
Q341945,Q490746
Q412004,Q499977
Q482460,Q551162
Q038612,Q456337
Q144231,Q340134
Q677085,Q343563
Q684054,Q668936
Q076666,Q215181
Q425933,Q309195
Q614465,Q242453
Q338081,Q384146
Q010393,Q456495
Q234747,Q526575
Q554964,Q227359
Q171891,Q119645
Q321943,Q065723
Q618232,Q130163
Q393770,Q208402
Q570694,Q267356
Q482074,Q317752
Q221980,Q014732
Q217836,Q190303
Q015619,Q221506
Q415333,Q700022
Q645407,Q228698
Q249997,Q339682
Q692868,Q561807
Q049682,Q126151
Q464378,Q675912
Q531364,Q605724
Q010201,Q083769
Q202846,Q225870
Q725253,Q356420
Q528681,Q282556
Q606185,Q677490
Q201573,Q047282
Q653575,Q105461
Q490341,Q039768
Q439923,Q104353
Q573830,Q694277
Q326701,Q199195
Q322462,Q136158
Q546629,Q196919
Q531553,Q412183
Q641011,Q043235
Q634009,Q164341
Q653299,Q440095
Q475619,Q041248
Q620122,Q007395
Q365444,Q345245
Q329596,Q244746
Q408423,Q103946
Q626485,Q342710
Q386331,Q119100
Q063460,Q418539
Q655505,Q520333
Q127561,Q575735
Q593316,Q391431
Q417911,Q360947
Q396840,Q247792
Q277054,Q575750
Q282787,Q005052
Q284520,Q678958
Q254794,Q145938
Q634966,Q447060
Q686068,Q443182
Q688741,Q513331
Q019067,Q679821
Q025943,Q002763
Q333745,Q361104
Q061025,Q652701
Q089805,Q476850
Q486371,Q539923
Q155062,Q369610
Q321434,Q050555
Q676132,Q356384
Q010665,Q580315
Q489892,Q288690
Q531241,Q201143
Q135797,Q378782
Q579665,Q680574
Q407049,Q290598
Q537547,Q628735
Q575667,Q111764
Q019356,Q701350
Q181715,Q035474
Q187805,Q553081
Q176748,Q511465
Q441815,Q150599
Q153382,Q427707
Q282659,Q296720
Q566335,Q375342
Q354504,Q710777
Q601300,Q627541
Q727802,Q226464
Q552983,Q567818
Q153911,Q658193
Q370070,Q203767
Q214676,Q295102
Q126323,Q153382
Q184685,Q124159
Q282184,Q567071
Q142044,Q381733
Q710846,Q401650
Q540823,Q574807
Q050352,Q082480
Q372080,Q710777
Q595950,Q007733
Q620463,Q671951
Q699951,Q694201
Q617371,Q390170
Q459915,Q310906
Q136579,Q578815
Q577303,Q579959
Q329682,Q466965
Q019851,Q321840
Q227273,Q237675
Q150866,Q174132
Q366573,Q707736
Q701256,Q593975
Q286423,Q121356
Q105461,Q435529
Q528874,Q486963
Q451858,Q536107
Q355378,Q725558
Q651360,Q121095
Q113492,Q309011
Q148579,Q571100
Q076638,Q690075
Q727582,Q632295
Q481398,Q127030
Q484203,Q318649
Q037898,Q314145
Q254310,Q438353
Q616332,Q058580
Q329705,Q638588
Q285288,Q082365
Q554525,Q699403
Q039396,Q519204
Q039394,Q237909
Q010665,Q020927
Q615237,Q340269
Q530013,Q022001
Q079295,Q593916
Q015374,Q599648
Q723108,Q111338
Q342044,Q030378
Q637663,Q718127
Q181934,Q066948
Q561061,Q397335
Q416680,Q125366
Q347887,Q511055
Q245285,Q516784
Q678713,Q524474
Q400477,Q110887
Q512332,Q484401
Q136845,Q351385
Q188989,Q498851
Q611338,Q427244
Q565503,Q424489
Q604810,Q173273
Q661170,Q449326
Q250128,Q522771
Q591822,Q357070
Q314247,Q428501
Q412004,Q520904
Q136037,Q203430
Q635921,Q060792
Q125124,Q498012
Q289366,Q362795
Q582944,Q196188
Q389027,Q573081
Q618065,Q618559
Q053196,Q472952
Q249258,Q591843
Q020780,Q530088
Q255389,Q290167
Q075678,Q635921
Q188989,Q499468
Q144995,Q673855
Q553237,Q548279
Q001895,Q388259
Q443395,Q455965
Q031062,Q077820
Q287256,Q288159
Q215849,Q465433
Q570925,Q630779
Q343257,Q187215
Q463390,Q206624
Q482625,Q462672
Q364840,Q353142
Q405490,Q301515
Q122561,Q169196
Q305511,Q156042
Q069077,Q080239
Q081970,Q428289
Q061772,Q123481
Q400771,Q262176
Q334419,Q643494
Q116323,Q686372
Q030768,Q634499
Q646848,Q020780
Q319771,Q691342
Q563088,Q705895
Q508748,Q190545
Q455750,Q122642
Q281630,Q242811
Q507911,Q108240
Q427836,Q174798
Q007459,Q623248
Q315621,Q234053
Q615256,Q050233
Q279078,Q676697
Q442215,Q029458
Q563299,Q650562
Q324385,Q029844
Q000363,Q711179
Q136579,Q155910
Q106980,Q053752
Q286983,Q325067
Q683239,Q360509
Q153854,Q205740
Q318940,Q105887
Q690045,Q674827
Q258300,Q421163
Q668353,Q554289
Q448166,Q232714
Q679474,Q351425
Q572442,Q368015
Q145636,Q646790
Q636636,Q327243
Q054411,Q627860
Q192309,Q530155
Q409919,Q374394
Q716537,Q553650
Q550245,Q006650
Q382101,Q200487
Q674716,Q551265
Q165238,Q398347
Q692231,Q407552
Q454489,Q127815
Q670623,Q633141
Q512332,Q278242
Q648019,Q033925
Q301230,Q074212
Q175616,Q586312
Q466183,Q460472
Q336527,Q243381
Q393042,Q317646
Q063972,Q491410
Q138228,Q655349
Q314719,Q031216
Q254394,Q328898
Q409523,Q144808
Q302874,Q542572
Q299700,Q624931
Q084838,Q086568
Q566446,Q131268
Q717527,Q643248
Q425932,Q102444
Q373209,Q676005
Q031951,Q668884
Q225743,Q588478
Q585696,Q628124
Q662725,Q120576
Q432312,Q349316
Q563690,Q484387
Q134196,Q483224
Q193331,Q390869
Q135690,Q707166
Q006950,Q279886
Q686621,Q559109
Q312047,Q360595
Q457830,Q564301
Q186641,Q119712
Q545170,Q521589
Q064157,Q683320
Q607980,Q637795
Q669283,Q267333
Q094641,Q037686
Q643372,Q498012
Q597269,Q211291
Q445982,Q524864
Q600439,Q657415
Q115090,Q289402
Q443071,Q644831
Q002221,Q182614
Q626851,Q285456
Q316692,Q468874
Q725967,Q336535
Q552360,Q179755
Q158124,Q369166
Q173273,Q322405
Q530466,Q700666
Q105791,Q487339
Q205636,Q171923
Q712961,Q400477
